Author,Geographic Location,Century(s) of Author Lifetime\Birth-Death Dates,Work Title,Date Range of Work,URN,Genre,Notes
Joannes Zonaras,"Istanbul, Turkey",1100 CE-1200 CE,Chronologia,1100 CE-1118 CE,urn:cts:greekLit:tlg3135.tlg005.opp-grc1,Historical Texts\Chronography,
John Philoponus,"Alexandria, Egypt",490 CE-575 CE,In Aristotelis Categorias Commentarium,510 CE-575 CE,urn:cts:greekLit:tlg4015.tlg001.opp-grc1,Commentaries,
John Philoponus,"Alexandria, Egypt",490 CE-575 CE,In Aristotelis Analytica Priora Commentaria,510 CE-575 CE,urn:cts:greekLit:tlg4015.tlg002.opp-grc1,Commentaries,
John Philoponus,"Alexandria, Egypt",490 CE-575 CE,in Aristotelis Analytica Posteriora commentaria,510 CE-575 CE,urn:cts:greekLit:tlg4015.tlg003.opp-grc1 this should be  urn:cts:greekLit:tlg4015.tlg004.opp-grc1,Commentaries,
John Philoponus,"Alexandria, Egypt",490 CE-575 CE,In Aristotelis Meteorologicorum Librum Primum Commentarium,510 CE-575 CE,urn:cts:greekLit:tlg4015.tlg005.opp-grc1,Commentaries,
John Philoponus,"Alexandria, Egypt",490 CE-575 CE,In Aristotelis Libros De Generatione Et Corruptione Commentaria,510 CE-575 CE,urn:cts:greekLit:tlg4015.tlg006.opp-grc1,Commentaries,
John Philoponus,"Alexandria, Egypt",490 CE-575 CE,In libros de generatione animalium commentaria ,510 CE-575 CE,urn:cts:greekLit:tlg4015.tlg007.opp-grc1,Commentaries,
John Philoponus,"Alexandria, Egypt",490 CE-575 CE,in Aristotelis de Anima libros commentaria,510 CE-575 CE,urn:cts:greekLit:tlg4015.tlg008.opp-grc1,Commentaries,
John Philoponus,"Alexandria, Egypt",490 CE-575 CE,In Aristotelis Physicorum Libros Commentaria,510 CE-575 CE,urn:cts:greekLit:tlg4015.tlg009.opp-grc1,Commentaries,
Justinus Martyr,"Nablus, Palestine\Rome, Italy",200 CE,Apologias I,150 CE-155 CE,urn:cts:greekLit:tlg0645.tlg001.opp-grc1,Apologias,
Justinus Martyr,"Nablus, Palestine\Rome, Italy",200 CE,Apologias Secunda,150 CE-155 CE,urn:cts:greekLit:tlg0645.tlg002.opp-grc1,Apologias,
Justinus Martyr,"Nablus, Palestine\Rome, Italy",200 CE,Apologias Secunda,150 CE-155 CE,urn:cts:greekLit:tlg0645.tlg002.perseus-grc2,Apologias,
Justinus Martyr,"Nablus, Palestine\Rome, Italy",200 CE,Dialogus cum Tryphone,155 CE-160 CE,urn:cts:greekLit:tlg0645.tlg003.perseus-grc2,Apologias\Dialogues,
Libanius,"Antakya, Hatay Province, Turkey",314 CE-392 CE,Epistulae,350 CE-392 CE,urn:cts:greekLit:tlg2200.tlg001.opp-grc1,Epistles,"Antioch, Syria"
Libanius,"Antakya, Hatay Province, Turkey",314 CE-392 CE,Oratio I,374 CE,urn:cts:greekLit:tlg2200.tlg00401.opp-grc1,Orations,
Libanius,"Antakya, Hatay Province, Turkey",314 CE-392 CE,Oratio 2 ,344 CE-390 CE,urn:cts:greekLit:tlg2200.tlg00402.opp-grc1,Orations,
Libanius,"Antakya, Hatay Province, Turkey",314 CE-392 CE,Oratio 3,344 CE-390 CE,urn:cts:greekLit:tlg2200.tlg00403.opp-grc1,Orations,
Libanius,"Antakya, Hatay Province, Turkey",314 CE-392 CE,Oratio 4,344 CE-390 CE,urn:cts:greekLit:tlg2200.tlg00404.opp-grc1,Orations,
Libanius,"Antakya, Hatay Province, Turkey",314 CE-392 CE,Oratio 5,344 CE-390 CE,urn:cts:greekLit:tlg2200.tlg00405.opp-grc1,Orations,
Libanius,"Antakya, Hatay Province, Turkey",314 CE-392 CE,Oratio 6,344 CE-390 CE,urn:cts:greekLit:tlg2200.tlg00406.opp-grc1,Orations,
Libanius,"Antakya, Hatay Province, Turkey",314 CE-392 CE,Oratio 7,344 CE-390 CE,urn:cts:greekLit:tlg2200.tlg00407.opp-grc1,Orations,
Libanius,"Antakya, Hatay Province, Turkey",314 CE-392 CE,Oratio 8,344 CE-390 CE,urn:cts:greekLit:tlg2200.tlg00408.opp-grc1,Orations,
Libanius,"Antakya, Hatay Province, Turkey",314 CE-392 CE,Oratio 9,344 CE-390 CE,urn:cts:greekLit:tlg2200.tlg00409.opp-grc1,Orations,
Libanius,"Antakya, Hatay Province, Turkey",314 CE-392 CE,Oratio 10,344 CE-390 CE,urn:cts:greekLit:tlg2200.tlg00410.opp-grc1,Orations,
Libanius,"Antakya, Hatay Province, Turkey",314 CE-392 CE,Oratio 11,344 CE-390 CE,urn:cts:greekLit:tlg2200.tlg00411.opp-grc1,Orations,
Libanius,"Antakya, Hatay Province, Turkey",314 CE-392 CE,Oratio 26,344 CE-390 CE,urn:cts:greekLit:tlg2200.tlg00426.opp-grc1,Orations,
Libanius,"Antakya, Hatay Province, Turkey",314 CE-392 CE,Oratio 27,344 CE-390 CE,urn:cts:greekLit:tlg2200.tlg00427.opp-grc1,Orations,
Libanius,"Antakya, Hatay Province, Turkey",314 CE-392 CE,Oratio 28,344 CE-390 CE,urn:cts:greekLit:tlg2200.tlg00428.opp-grc1,Orations,
Libanius,"Antakya, Hatay Province, Turkey",314 CE-392 CE,Oratio 29,344 CE-390 CE,urn:cts:greekLit:tlg2200.tlg00429.opp-grc1,Orations,
Libanius,"Antakya, Hatay Province, Turkey",314 CE-392 CE,Oratio 30,344 CE-390 CE,urn:cts:greekLit:tlg2200.tlg00430.opp-grc1,Orations,
Libanius,"Antakya, Hatay Province, Turkey",314 CE-392 CE,Oratio 31,344 CE-390 CE,urn:cts:greekLit:tlg2200.tlg00431.opp-grc1,Orations,
Libanius,"Antakya, Hatay Province, Turkey",314 CE-392 CE,Oratio 32,344 CE-390 CE,urn:cts:greekLit:tlg2200.tlg00432.opp-grc1,Orations,
Libanius,"Antakya, Hatay Province, Turkey",314 CE-392 CE,Oratio 33,344 CE-390 CE,urn:cts:greekLit:tlg2200.tlg00433.opp-grc1,Orations,
Libanius,"Antakya, Hatay Province, Turkey",314 CE-392 CE,Oratio 34,344 CE-390 CE,urn:cts:greekLit:tlg2200.tlg00434.opp-grc1,Orations,
Libanius,"Antakya, Hatay Province, Turkey",314 CE-392 CE,Oratio 35,344 CE-390 CE,urn:cts:greekLit:tlg2200.tlg00435.opp-grc1,Orations,
Libanius,"Antakya, Hatay Province, Turkey",314 CE-392 CE,Oratio 36,344 CE-390 CE,urn:cts:greekLit:tlg2200.tlg00436.opp-grc1,Orations,
Libanius,"Antakya, Hatay Province, Turkey",314 CE-392 CE,Oratio 37,344 CE-390 CE,urn:cts:greekLit:tlg2200.tlg00437.opp-grc1,Orations,
Libanius,"Antakya, Hatay Province, Turkey",314 CE-392 CE,Oratio 38,344 CE-390 CE,urn:cts:greekLit:tlg2200.tlg00438.opp-grc1,Orations,
Libanius,"Antakya, Hatay Province, Turkey",314 CE-392 CE,Oratio 39,344 CE-390 CE,urn:cts:greekLit:tlg2200.tlg00439.opp-grc1,Orations,
Libanius,"Antakya, Hatay Province, Turkey",314 CE-392 CE,Oratio 40,344 CE-390 CE,urn:cts:greekLit:tlg2200.tlg00440.opp-grc1,Orations,
Libanius,"Antakya, Hatay Province, Turkey",314 CE-392 CE,Oratio 41,344 CE-390 CE,urn:cts:greekLit:tlg2200.tlg00441.opp-grc1,Orations,
Libanius,"Antakya, Hatay Province, Turkey",314 CE-392 CE,Oratio 42,344 CE-390 CE,urn:cts:greekLit:tlg2200.tlg00442.opp-grc1,Orations,
Libanius,"Antakya, Hatay Province, Turkey",314 CE-392 CE,Oratio 43,344 CE-390 CE,urn:cts:greekLit:tlg2200.tlg00443.opp-grc1,Orations,
Libanius,"Antakya, Hatay Province, Turkey",314 CE-392 CE,Oratio 44,344 CE-390 CE,urn:cts:greekLit:tlg2200.tlg00444.opp-grc1,Orations,
Libanius,"Antakya, Hatay Province, Turkey",314 CE-392 CE,Oratio 45,344 CE-390 CE,urn:cts:greekLit:tlg2200.tlg00445.opp-grc1,Orations,
Libanius,"Antakya, Hatay Province, Turkey",314 CE-392 CE,Oratio 46,344 CE-390 CE,urn:cts:greekLit:tlg2200.tlg00446.opp-grc1,Orations,
Libanius,"Antakya, Hatay Province, Turkey",314 CE-392 CE,Oratio 47,344 CE-390 CE,urn:cts:greekLit:tlg2200.tlg00447.opp-grc1,Orations,
Libanius,"Antakya, Hatay Province, Turkey",314 CE-392 CE,Oratio 48,344 CE-390 CE,urn:cts:greekLit:tlg2200.tlg00448.opp-grc1,Orations,
Libanius,"Antakya, Hatay Province, Turkey",314 CE-392 CE,Oratio 49,344 CE-390 CE,urn:cts:greekLit:tlg2200.tlg00449.opp-grc1,Orations,
Libanius,"Antakya, Hatay Province, Turkey",314 CE-392 CE,Oratio 50,344 CE-390 CE,urn:cts:greekLit:tlg2200.tlg00450.opp-grc1,Orations,
Libanius,"Antakya, Hatay Province, Turkey",314 CE-392 CE,Oratio 51,344 CE-390 CE,urn:cts:greekLit:tlg2200.tlg00451.opp-grc1,Orations,
Libanius,"Antakya, Hatay Province, Turkey",314 CE-392 CE,Oratio 52,344 CE-390 CE,urn:cts:greekLit:tlg2200.tlg00452.opp-grc1,Orations,
Libanius,"Antakya, Hatay Province, Turkey",314 CE-392 CE,Oratio 53,344 CE-390 CE,urn:cts:greekLit:tlg2200.tlg00453.opp-grc1,Orations,
Libanius,"Antakya, Hatay Province, Turkey",314 CE-392 CE,Oratio 54,344 CE-390 CE,urn:cts:greekLit:tlg2200.tlg00454.opp-grc1,Orations,
Libanius,"Antakya, Hatay Province, Turkey",314 CE-392 CE,Oratio 55,344 CE-390 CE,urn:cts:greekLit:tlg2200.tlg00455.opp-grc1,Orations,
Libanius,"Antakya, Hatay Province, Turkey",314 CE-392 CE,Oratio 56,344 CE-390 CE,urn:cts:greekLit:tlg2200.tlg00456.opp-grc1,Orations,
Libanius,"Antakya, Hatay Province, Turkey",314 CE-392 CE,Oratio 57,344 CE-390 CE,urn:cts:greekLit:tlg2200.tlg00457.opp-grc1,Orations,
Libanius,"Antakya, Hatay Province, Turkey",314 CE-392 CE,Oratio 58,344 CE-390 CE,urn:cts:greekLit:tlg2200.tlg00458.opp-grc1,Orations,
Libanius,"Antakya, Hatay Province, Turkey",314 CE-392 CE,Oratio 59,344 CE\355 CE,urn:cts:greekLit:tlg2200.tlg00459.opp-grc1,Orations,Earliest oration according to Brill
Libanius,"Antakya, Hatay Province, Turkey",314 CE-392 CE,Oratio 60,362 CE,urn:cts:greekLit:tlg2200.tlg00460.opp-grc1,Orations,
Libanius,"Antakya, Hatay Province, Turkey",314 CE-392 CE,Oratio 61,358 CE,urn:cts:greekLit:tlg2200.tlg00461.opp-grc1,Orations,
Libanius,"Antakya, Hatay Province, Turkey",314 CE-392 CE,Oratio 62,344 CE-390 CE,urn:cts:greekLit:tlg2200.tlg00462.opp-grc1,Orations,
Libanius,"Antakya, Hatay Province, Turkey",314 CE-392 CE,Oratio 63,344 CE-390 CE,urn:cts:greekLit:tlg2200.tlg00463.opp-grc1,Orations,
Libanius,"Antakya, Hatay Province, Turkey",314 CE-392 CE,Oratio 64,344 CE-390 CE,urn:cts:greekLit:tlg2200.tlg00464.opp-grc1,Orations,
Libanius,"Antakya, Hatay Province, Turkey",314 CE-392 CE,Declamatio I,344 CE-390 CE,urn:cts:greekLit:tlg2200.tlg00501.opp-grc1,Rhetoric,
Libanius,"Antakya, Hatay Province, Turkey",314 CE-392 CE,Declamatio 2,344 CE-390 CE,urn:cts:greekLit:tlg2200.tlg00502.opp-grc1,Rhetoric,
Libanius,"Antakya, Hatay Province, Turkey",314 CE-392 CE,Declamatio 3,344 CE-390 CE,urn:cts:greekLit:tlg2200.tlg00503.opp-grc1,Rhetoric,
Libanius,"Antakya, Hatay Province, Turkey",314 CE-392 CE,Declamatio 4,344 CE-390 CE,urn:cts:greekLit:tlg2200.tlg00504.opp-grc1,Rhetoric,
Libanius,"Antakya, Hatay Province, Turkey",314 CE-392 CE,Declamatio 5,344 CE-390 CE,urn:cts:greekLit:tlg2200.tlg00505.opp-grc1,Rhetoric,
Libanius,"Antakya, Hatay Province, Turkey",314 CE-392 CE,Declamatio 6,344 CE-390 CE,urn:cts:greekLit:tlg2200.tlg00506.opp-grc1,Rhetoric,
Libanius,"Antakya, Hatay Province, Turkey",314 CE-392 CE,Declamatio 7,344 CE-390 CE,urn:cts:greekLit:tlg2200.tlg00507.opp-grc1,Rhetoric,
Libanius,"Antakya, Hatay Province, Turkey",314 CE-392 CE,Declamatio 8,344 CE-390 CE,urn:cts:greekLit:tlg2200.tlg00508.opp-grc1,Rhetoric,
Libanius,"Antakya, Hatay Province, Turkey",314 CE-392 CE,Declamatio 9,344 CE-390 CE,urn:cts:greekLit:tlg2200.tlg00509.opp-grc1,Rhetoric,
Libanius,"Antakya, Hatay Province, Turkey",314 CE-392 CE,Declamatio 10,344 CE-390 CE,urn:cts:greekLit:tlg2200.tlg00510.opp-grc1,Rhetoric,
Libanius,"Antakya, Hatay Province, Turkey",314 CE-392 CE,Declamatio 11,344 CE-390 CE,urn:cts:greekLit:tlg2200.tlg00511.opp-grc1,Rhetoric,
Libanius,"Antakya, Hatay Province, Turkey",314 CE-392 CE,Declamatio 12,344 CE-390 CE,urn:cts:greekLit:tlg2200.tlg00512.opp-grc1,Rhetoric,
Libanius,"Antakya, Hatay Province, Turkey",314 CE-392 CE,Declamatio 13,344 CE-390 CE,urn:cts:greekLit:tlg2200.tlg00513.opp-grc1,Rhetoric,
Libanius,"Antakya, Hatay Province, Turkey",314 CE-392 CE,Declamatio 14,344 CE-390 CE,urn:cts:greekLit:tlg2200.tlg00514.opp-grc1,Rhetoric,
Libanius,"Antakya, Hatay Province, Turkey",314 CE-392 CE,Declamatio 15,344 CE-390 CE,urn:cts:greekLit:tlg2200.tlg00515.opp-grc1,Rhetoric,
Libanius,"Antakya, Hatay Province, Turkey",314 CE-392 CE,Declamatio 16,344 CE-390 CE,urn:cts:greekLit:tlg2200.tlg00516.opp-grc1,Rhetoric,
Libanius,"Antakya, Hatay Province, Turkey",314 CE-392 CE,Declamatio 17,344 CE-390 CE,urn:cts:greekLit:tlg2200.tlg00517.opp-grc1,Rhetoric,
Libanius,"Antakya, Hatay Province, Turkey",314 CE-392 CE,Declamatio 18,344 CE-390 CE,urn:cts:greekLit:tlg2200.tlg00518.opp-grc1,Rhetoric,
Libanius,"Antakya, Hatay Province, Turkey",314 CE-392 CE,Declamatio 19,344 CE-390 CE,urn:cts:greekLit:tlg2200.tlg00519.opp-grc1,Rhetoric,
Libanius,"Antakya, Hatay Province, Turkey",314 CE-392 CE,Declamatio 20,344 CE-390 CE,urn:cts:greekLit:tlg2200.tlg00520.opp-grc1,Rhetoric,
Libanius,"Antakya, Hatay Province, Turkey",314 CE-392 CE,Declamatio 21,344 CE-390 CE,urn:cts:greekLit:tlg2200.tlg00521.opp-grc1,Rhetoric,
Libanius,"Antakya, Hatay Province, Turkey",314 CE-392 CE,Declamatio 22 ,344 CE-390 CE,urn:cts:greekLit:tlg2200.tlg00522.opp-grc1,Rhetoric,
Libanius,"Antakya, Hatay Province, Turkey",314 CE-392 CE,Declamatio 23,344 CE-390 CE,urn:cts:greekLit:tlg2200.tlg00523.opp-grc1,Rhetoric,
Libanius,"Antakya, Hatay Province, Turkey",314 CE-392 CE,Declamatio 24,344 CE-390 CE,urn:cts:greekLit:tlg2200.tlg00524.opp-grc1,Rhetoric,
Libanius,"Antakya, Hatay Province, Turkey",314 CE-392 CE,Declamatio 25,344 CE-390 CE,urn:cts:greekLit:tlg2200.tlg00525.opp-grc1,Rhetoric,
Libanius,"Antakya, Hatay Province, Turkey",314 CE-392 CE,Declamatio 26,344 CE-390 CE,urn:cts:greekLit:tlg2200.tlg00526.opp-grc1,Rhetoric,
Libanius,"Antakya, Hatay Province, Turkey",314 CE-392 CE,Declamatio 27,344 CE-390 CE,urn:cts:greekLit:tlg2200.tlg00527.opp-grc1,Rhetoric,
Libanius,"Antakya, Hatay Province, Turkey",314 CE-392 CE,Declamatio 28,344 CE-390 CE,urn:cts:greekLit:tlg2200.tlg00528.opp-grc1,Rhetoric,
Libanius,"Antakya, Hatay Province, Turkey",314 CE-392 CE,Declamatio 29,344 CE-390 CE,urn:cts:greekLit:tlg2200.tlg00529.opp-grc1,Rhetoric,
Libanius,"Antakya, Hatay Province, Turkey",314 CE-392 CE,Declamatio 30,344 CE-390 CE,urn:cts:greekLit:tlg2200.tlg00530.opp-grc1,Rhetoric,
Libanius,"Antakya, Hatay Province, Turkey",314 CE-392 CE,Declamatio 31,344 CE-390 CE,urn:cts:greekLit:tlg2200.tlg00531.opp-grc1,Rhetoric,
Libanius,"Antakya, Hatay Province, Turkey",314 CE-392 CE,Declamatio 32,344 CE-390 CE,urn:cts:greekLit:tlg2200.tlg00532.opp-grc1,Rhetoric,
Libanius,"Antakya, Hatay Province, Turkey",314 CE-392 CE,Declamatio 33,344 CE-390 CE,urn:cts:greekLit:tlg2200.tlg00533.opp-grc1,Rhetoric,
Libanius,"Antakya, Hatay Province, Turkey",314 CE-392 CE,Declamatio 34,344 CE-390 CE,urn:cts:greekLit:tlg2200.tlg00534.opp-grc1,Rhetoric,
Libanius,"Antakya, Hatay Province, Turkey",314 CE-392 CE,Declamatio 35,344 CE-390 CE,urn:cts:greekLit:tlg2200.tlg00535.opp-grc1,Rhetoric,
Libanius,"Antakya, Hatay Province, Turkey",314 CE-392 CE,Declamatio 36,344 CE-390 CE,urn:cts:greekLit:tlg2200.tlg00536.opp-grc1,Rhetoric,
Libanius,"Antakya, Hatay Province, Turkey",314 CE-392 CE,Declamatio 37,344 CE-390 CE,urn:cts:greekLit:tlg2200.tlg00537.opp-grc1,Rhetoric,
Libanius,"Antakya, Hatay Province, Turkey",314 CE-392 CE,Declamatio 38,344 CE-390 CE,urn:cts:greekLit:tlg2200.tlg00538.opp-grc1,Rhetoric,
Libanius,"Antakya, Hatay Province, Turkey",314 CE-392 CE,Declamatio 39,344 CE-390 CE,urn:cts:greekLit:tlg2200.tlg00539.opp-grc1,Rhetoric,
Libanius,"Antakya, Hatay Province, Turkey",314 CE-392 CE,Declamatio 40,344 CE-390 CE,urn:cts:greekLit:tlg2200.tlg00540.opp-grc1,Rhetoric,
Libanius,"Antakya, Hatay Province, Turkey",314 CE-392 CE,Declamatio 41,344 CE-390 CE,urn:cts:greekLit:tlg2200.tlg00541.opp-grc1,Rhetoric,
Libanius,"Antakya, Hatay Province, Turkey",314 CE-392 CE,Declamatio 42,344 CE-390 CE,urn:cts:greekLit:tlg2200.tlg00542.opp-grc1,Rhetoric,
Libanius,"Antakya, Hatay Province, Turkey",314 CE-392 CE,Declamatio 43,344 CE-390 CE,urn:cts:greekLit:tlg2200.tlg00543.opp-grc1,Rhetoric,
Libanius,"Antakya, Hatay Province, Turkey",314 CE-392 CE,Declamatio 44,344 CE-390 CE,urn:cts:greekLit:tlg2200.tlg00544.opp-grc1,Rhetoric,
Libanius,"Antakya, Hatay Province, Turkey",314 CE-392 CE,Declamatio 45,344 CE-390 CE,urn:cts:greekLit:tlg2200.tlg00545.opp-grc1,Rhetoric,
Libanius,"Antakya, Hatay Province, Turkey",314 CE-392 CE,Declamatio 46,344 CE-390 CE,urn:cts:greekLit:tlg2200.tlg00546.opp-grc1,Rhetoric,
Libanius,"Antakya, Hatay Province, Turkey",314 CE-392 CE,Declamatio 47,344 CE-390 CE,urn:cts:greekLit:tlg2200.tlg00547.opp-grc1,Rhetoric,
Libanius,"Antakya, Hatay Province, Turkey",314 CE-392 CE,Declamatio 48,344 CE-390 CE,urn:cts:greekLit:tlg2200.tlg00548.opp-grc1,Rhetoric,
Libanius,"Antakya, Hatay Province, Turkey",314 CE-392 CE,Declamatio 49,344 CE-390 CE,urn:cts:greekLit:tlg2200.tlg00549.opp-grc1,Rhetoric,
Libanius,"Antakya, Hatay Province, Turkey",314 CE-392 CE,Declamatio 50,344 CE-390 CE,urn:cts:greekLit:tlg2200.tlg00550.opp-grc1,Rhetoric,
Libanius,"Antakya, Hatay Province, Turkey",314 CE-392 CE,Declamatio 51,344 CE-390 CE,urn:cts:greekLit:tlg2200.tlg00551.opp-grc1,Rhetoric,
Libanius,"Antakya, Hatay Province, Turkey",314 CE-392 CE,Characteres Epistolici,344 CE-390 CE,urn:cts:greekLit:tlg2200.tlg008.opp-grc1,Rhetoric,A specious work
Liber Enoch,Ethiopia,200 BCE-100 BCE,Apocalypsis Enochi,200 BCE-100 BCE,urn:cts:greekLit:tlg1463.tlg001.opp-ger1,Apocalyptic Texts\Pseudoepigraphy,
Liber Enoch,Ethiopia,200 BCE-100 BCE,Apocalypsis Enochi,200 BCE-100 BCE,urn:cts:greekLit:tlg1463.tlg001.opp-grc1,Apocalyptic Texts\Pseudoepigraphy,
Liber Enoch,Ethiopia,200 BCE-100 BCE,Apocalypsis Enochi,200 BCE-100 BCE,urn:cts:greekLit:tlg1463.tlg001.1st1K-lat1,Apocalyptic Texts\Pseudoepigraphy,
Lucian,"Samsat, Adıyaman Province, Turkey\Athens, Greece",200 CE,Phalaris,160 CE-195 CE,urn:cts:greekLit:tlg0062.tlg001.1st1K-grc1,Rhetoric,
Lucian,"Samsat, Adıyaman Province, Turkey\Athens, Greece",200 CE,"Hippias, or the Bath",160 CE-195 CE,urn:cts:greekLit:tlg0062.tlg002.1st1K-grc1,Rhetoric,
Lucian,"Samsat, Adıyaman Province, Turkey\Athens, Greece",200 CE,Bacchus,160 CE-195 CE,urn:cts:greekLit:tlg0062.tlg003.1st1K-grc1,Rhetoric,
Lucian,"Samsat, Adıyaman Province, Turkey\Athens, Greece",200 CE,Hercules,160 CE-195 CE,urn:cts:greekLit:tlg0062.tlg004.1st1K-grc1,Rhetoric,
Lucian,"Samsat, Adıyaman Province, Turkey\Athens, Greece",200 CE,Electrum,160 CE-195 CE,urn:cts:greekLit:tlg0062.tlg005.1st1K-grc1,Rhetoric,
Lucian,"Samsat, Adıyaman Province, Turkey\Athens, Greece",200 CE,Muscae Encomium,160 CE-195 CE,urn:cts:greekLit:tlg0062.tlg006.1st1K-grc1,Rhetoric\Encomium,
Lucian,"Samsat, Adıyaman Province, Turkey\Athens, Greece",200 CE,Nigrinus,160 CE-195 CE,urn:cts:greekLit:tlg0062.tlg007.1st1K-grc1,Epistles\Philosophy,
Lucian,"Samsat, Adıyaman Province, Turkey\Athens, Greece",200 CE,Demonax,160 CE-180 CE,urn:cts:greekLit:tlg0062.tlg008.1st1K-grc1,Biographical Texts,
Lucian,"Samsat, Adıyaman Province, Turkey\Athens, Greece",200 CE,De Domo,160 CE-195 CE,urn:cts:greekLit:tlg0062.tlg009.1st1K-grc1,Rhetoric,
Lucian,"Samsat, Adıyaman Province, Turkey\Athens, Greece",200 CE,Patriae encomium,160 CE-195 CE,urn:cts:greekLit:tlg0062.tlg010.1st1K-grc1,Rhetoric\Encomium,
Lucian,"Samsat, Adıyaman Province, Turkey\Athens, Greece",200 CE,Macrobii,160 CE-195 CE,urn:cts:greekLit:tlg0062.tlg011.1st1K-grc1,Paradoxical Texts,
Lucian,"Samsat, Adıyaman Province, Turkey\Athens, Greece",200 CE,Verae historiae,160 CE-195 CE,urn:cts:greekLit:tlg0062.tlg012.1st1K-grc1,Narrative Fiction\Satires,
Lucian,"Samsat, Adıyaman Province, Turkey\Athens, Greece",200 CE,Calumniae non temere credendum,160 CE-195 CE,urn:cts:greekLit:tlg0062.tlg013.1st1K-grc1,Rhetoric ,
Lucian,"Samsat, Adıyaman Province, Turkey\Athens, Greece",200 CE,Lis consonantium,160 CE-195 CE,urn:cts:greekLit:tlg0062.tlg014.1st1K-grc1,Satires\Grammatical Texts,
Lucian,"Samsat, Adıyaman Province, Turkey\Athens, Greece",200 CE,Symposium,160 CE-195 CE,urn:cts:greekLit:tlg0062.tlg015.1st1K-grc1,Dialogues\Satires,
Lucian,"Samsat, Adıyaman Province, Turkey\Athens, Greece",200 CE,Cataplus,160 CE-195 CE,urn:cts:greekLit:tlg0062.tlg016.1st1K-grc1,Dialogues\Satires,
Lucian,"Samsat, Adıyaman Province, Turkey\Athens, Greece",200 CE,Juppiter Confutatus,160 CE-195 CE,urn:cts:greekLit:tlg0062.tlg017.1st1K-grc1,Dialogues\Satires,
Lucian,"Samsat, Adıyaman Province, Turkey\Athens, Greece",200 CE,Juppiter Tragoedus,160 CE-180 CE,urn:cts:greekLit:tlg0062.tlg018.1st1K-grc1,Dialogues\Satires,
Lucian,"Samsat, Adıyaman Province, Turkey\Athens, Greece",200 CE,Gallus,160 CE-195 CE,urn:cts:greekLit:tlg0062.tlg019.1st1K-grc1,Dialogues\Satires,
Lucian,"Samsat, Adıyaman Province, Turkey\Athens, Greece",200 CE,Prometheus,160 CE-195 CE,urn:cts:greekLit:tlg0062.tlg020.1st1K-grc1,Dialogues\Satires,
Lucian,"Samsat, Adıyaman Province, Turkey\Athens, Greece",200 CE,Icaromenippus,160 CE-195 CE,urn:cts:greekLit:tlg0062.tlg021.1st1K-grc1,Dialogues\Satires,
Lucian,"Samsat, Adıyaman Province, Turkey\Athens, Greece",200 CE,Timon,160 CE-195 CE,urn:cts:greekLit:tlg0062.tlg022.1st1K-grc1,Dialogues\Satires,
Lucian,"Samsat, Adıyaman Province, Turkey\Athens, Greece",200 CE,Charon sive contemplantes,160 CE-195 CE,urn:cts:greekLit:tlg0062.tlg023.1st1K-grc1,Dialogues\Satires,
Lucian,"Samsat, Adıyaman Province, Turkey\Athens, Greece",200 CE,Vitarum auctio,160 CE-180 CE,urn:cts:greekLit:tlg0062.tlg024.1st1K-grc1,Dialogues\Satires,
Lucian,"Samsat, Adıyaman Province, Turkey\Athens, Greece",200 CE,Revivescentes sive piscator,160 CE-180 CE,urn:cts:greekLit:tlg0062.tlg025.1st1K-grc1,Dialogues\Satires,
Lucian,"Samsat, Adıyaman Province, Turkey\Athens, Greece",200 CE,Bis accusatus sive tribunalia,160 CE-195 CE,urn:cts:greekLit:tlg0062.tlg026.1st1K-grc1,Dialogues\Satires,
Lucian,"Samsat, Adıyaman Province, Turkey\Athens, Greece",200 CE,De sacrificiis,160 CE-195 CE,urn:cts:greekLit:tlg0062.tlg027.1st1K-grc1,Rhetoric,
Lucian,"Samsat, Adıyaman Province, Turkey\Athens, Greece",200 CE,Adversus indoctum et libros multos ementem,160 CE-195 CE,urn:cts:greekLit:tlg0062.tlg028.1st1K-grc1,Satires\Invectives,
Lucian,"Samsat, Adıyaman Province, Turkey\Athens, Greece",200 CE,Somnium sive vita Luciani,160 CE-195 CE,urn:cts:greekLit:tlg0062.tlg029.1st1K-grc1,Rhetoric,
Lucian,"Samsat, Adıyaman Province, Turkey\Athens, Greece",200 CE,De parasito sive artem esse parasiticam,160 CE-195 CE,urn:cts:greekLit:tlg0062.tlg030.1st1K-grc1,Dialogues\Satires,
Lucian,"Samsat, Adıyaman Province, Turkey\Athens, Greece",200 CE,Philopseudes sive incredulus,160 CE-195 CE,urn:cts:greekLit:tlg0062.tlg031.1st1K-grc1,Dialogues\Satires,
Lucian,"Samsat, Adıyaman Province, Turkey\Athens, Greece",200 CE,Dearum judicium,160 CE-195 CE,urn:cts:greekLit:tlg0062.tlg032.1st1K-grc1,Dialogues\Satires,
Lucian,"Samsat, Adıyaman Province, Turkey\Athens, Greece",200 CE,De mercede conductis potentium familiaribus,160 CE-195 CE,urn:cts:greekLit:tlg0062.tlg033.1st1K-grc1,Satires,
Lucian,"Samsat, Adıyaman Province, Turkey\Athens, Greece",200 CE,Anacharsis or athletics,160 CE-180 CE,urn:cts:greekLit:tlg0062.tlg034.1st1K-grc1,Rhetoric\Dialogues,
